ticker,business_id
WING,0ee3cb2aea055a5110f15b8ef4bb8453
HAYW,fe118435c91d798bd66ef6dd9a9c63e0
EEFT,5dd8105fbe17a489b88aa404910ea4fd
SMG,593906af0d138e69f49d251d3e7cbed0
CHH,18b91b19f6a289e7708da7f778b2c609
FRHC,4d8d27362fd2ec5516c80c3cae9cb562
PPLI,955a1584af63a546588caae4d23840b3
UI,40a841a6630f226556feff8811c93d5a
CAR,02b1be0d48924c327124732726097157
WHR,921c2dc40d0b979c2910298d2f880152
HHH,d93fbb5d0d8ec5ade0a56bb2d5a8ea67
CACC,33999278defbe18ba944783fd79e516e
WU,ea6b2efbdd4255a9f1b3bbc6399b58f4
DDS,2e7638c6f7667569fe469fec28c7405b
LBTYA,a7789ef88d599b8df86bbee632b2994d
BIRK,85757856f5eb20b226dc5a8405888f72
REYN,94dd595c8aac595259914d5591699b21
JAN,4aecade1cb7acea755dfc46766b8e930
COLM,204904e461002b28511d5880e1c36a0f
PPC,204fdcae117b31aa8d74aad10e7e37ce
TFSL,76e91437c7f841334f01db0c85a8ec00
SFD,71cb49781564fc9c7f068c32ce167b9b
CBC,bae8ea39fc6c6c10f5882c6c31a2ba4a
UHAL,a00a5feb9d85513dbb96d4d24ef582f2
COO,09559348ab4c41dddc39f6be1a1547fc
CELH,d6228373d9b154056f69df61e1b5f5ac
BOKF,e55bc0255c752d1cb05da10c0f1f5026
DIS,459a4ddcb586f24efd9395aa7662bc7c
HSY,5a722ab2ac2cf9fe289ef43c55a2647c
RDDT,28c34672795fc29068617ab95c3bc6cf
CPB,21c52f533c0c585bab4f075bf08d7104
MKC,d74406826a78033f147793826fb3a08d
BBWI,635440afdfc39fe37995fed127d7df4f
SYF,0b1433ce05529637d9400967598ec36f
ACGL,d6ac41fd8cc61594b177c00fe6a4c638
ESS,42573ea1cc52356b2fcfed8d43b6db2f
L,e1b97c787a5677efa5eba575c41e8688
LAD,d8642e7d5d8666fd86f5b5577a98f1d9
NFG,06fc84d47e897239bad6435de9d4425f
PHM,ef747755847f013eae3a9a76b3b6232c
PNW,ae464177eb55a55a754e08b1b911e595
SFD,3f882a4bb95c43e27924205306955021
UGI,47731d672d1752cd808b8d74c3b4afa1
